canonical_code_id,canonical_code,raw_code_variants,count_segments_in_sample,count_reviews_in_sample,count_papers_in_sample,years_observed_in_sample,strength_count_in_sample,weakness_count_in_sample,full_review_count_in_sample,mean_review_score_in_sample,acceptance_rate_in_sample
CC021223,Novel saliency map evaluation method,Innovative evaluation metrics for saliency maps; Novel saliency map evaluation method,2,2,2,2020; 2022,0,0,2,4.0,0.0
CC021324,Novel technique for few-shot classification,Innovative approach to few-shot classification across domains; Novel technique for few-shot classification,2,2,2,2020,0,0,2,3.0,0.0
CC021329,Novel techniques for RNN signal propagation,novel approach to signal propagation in RNNs,1,1,1,2020,0,0,1,6.0,1.0
CC021339,Novel theoretical contribution,Novel theoretical contribution,1,1,1,2023,0,0,1,3.0,0.0
CC021359,Novel theoretical insights on federated learning,important empirical investigation in federated learning,1,1,1,2020,0,0,1,3.0,0.0
CC021404,Novel uncertainty estimation method,novel approach to uncertainty estimation,1,1,1,2022,0,0,1,6.0,0.0
CC021629,Novelty and strong theoretical grounding,Limited novelty and weak theoretical grounding; Novelty and strong theoretical grounding,2,2,2,2022; 2024,0,1,1,6.0,0.0
CC021885,Originality and clarity in research,Originality and clarity in research,1,1,1,2024,1,0,0,5.0,0.0
CC021908,"Originality, Quality, and Significant Contribution","Originality, Quality, and Significant Contribution; Originality, quality, clarity, and significance of contributions",2,2,2,2024,2,0,0,6.5,0.0
CC021928,Outdated benchmarks,Outdated benchmarks,1,1,1,2025,0,1,0,3.0,0.0
CC021996,Overstated claims and limited applicability,Overstated claims and limited applicability,1,1,1,2024,0,1,0,8.0,0.0
CC022003,Overstated performance claims,Overstated performance claims and lack of justification,1,1,1,2024,0,1,0,6.0,0.0
CC022143,Poor notation clarity,Language clarity and notation issues; Notation clarity and consistency issues; Notation clarity issues; notation\_clarity\_issues,4,4,4,2022; 2024; 2025,0,3,1,6.5,0.5
CC022152,Poor presentation and methodology issues,Presentation issues and unclear methodology,1,1,1,2024,0,1,0,8.0,1.0
CC022163,Poor writing and clarity issues,Lack of clarity in writing; Numerous writing and clarity issues; Poor writing and lack of clarity; Poor writing quality and lack of clarity,5,5,5,2022; 2024,0,4,1,3.2,0.2
CC022174,Poor writing and unclear methodology,Poor writing and unclear methodology; Unclear methodology and poor writing style,2,2,2,2024,0,2,0,3.0,0.5
CC022187,Positive experimental results,Positive experimental results,1,1,1,2023,0,0,1,5.0,0.0
CC022381,Presentation and clarity issues,Lack of clarity and detail in presentation; Poor presentation and organization; Presentation and clarity issues; clarity and simplicity of presentation; presentation\_clarity,5,5,5,2022; 2024; 2025,1,3,1,4.8,0.2
CC022383,Presentation and evaluation issues,Limited evaluation and presentation issues; Presentation and evaluation issues,2,2,2,2024,0,2,0,4.5,0.0
CC022385,Presentation and experimental clarity issues,Presentation clarity and experimental detail issues,1,1,1,2024,0,1,0,3.0,0.0
CC022508,Promising approach to task similarity in meta-learning,Novel theoretical formulation for meta-learning with task similarity; Promising approach to task similarity in meta-learning,2,2,1,2021,0,0,2,3.5,0.0
CC022583,Promising results and clear methodology,Clear methodology and promising initial results,1,1,1,2024,1,0,0,5.0,1.0
CC022675,Proposed defense against adversarial examples,Proposed defense against adversarial examples; Proposes novel defense against adversarial examples,2,2,2,2021,0,0,2,2.5,0.0
CC022717,Proposed methods for counterfactual fairness,Novel notion for counterfactual fairness with theoretical and empirical validation,1,1,1,2024,1,0,0,5.0,0.0
CC022952,Readability and clarity issues,Readability and clarity issues,1,1,1,2024,0,1,0,5.0,0.0
CC022977,Real-world applications,Real-world applications; real-world applications,2,2,2,2025,2,0,0,4.0,0.0
CC022988,Real-world relevance,Real-world relevance,1,1,1,2025,1,0,0,1.0,0.0
CC023449,Robust experimental design and clarity,clarity and robust experimental design,1,1,1,2024,1,0,0,8.0,1.0
CC023556,Robustness and comprehensive experiments,Extensive experimental study on robustness,1,1,1,2020,0,0,1,3.0,0.0
CC023561,Robustness and performance improvement,Robustness analysis and performance improvement,1,1,1,2023,0,0,1,6.0,1.0
CC023622,SOTA Models Absent,SOTA Models Absent; missing-sota-models,2,2,2,2025,0,2,0,6.0,0.5
CC023872,Significant contribution to multi-agent reinforcement learning,Significant contribution to multi-agent reinforcement learning; Significant contributions to multi-agent reinforcement learning,2,2,2,2022; 2023,0,0,2,5.5,0.0
CC023910,Significant contributions to Federated Learning,Significant contributions to Federated Learning; Significant contributions to Federated Learning and practical applicability,2,2,1,2024,2,0,0,8.0,1.0
CC024058,Significant problem addressed with strong experimental results,Significant problem addressed with strong experimental results,1,1,1,2024,1,0,0,5.0,0.0
CC024178,Simple and effective method with strong empirical results,Simple and effective method with strong empirical results,1,1,1,2023,0,0,1,8.0,1.0
CC024214,Simple implementation and theoretical guarantees,Simple implementation and theoretical guarantees; intuitive and simple implementation with theoretical guarantees,2,2,2,2022; 2023,0,0,2,5.5,0.5
CC024244,Simplicity and clarity of technique,Simplicity and clarity of technique,1,1,1,2024,1,0,0,8.0,1.0
CC024259,Simplicity and effectiveness of method,Simplicity and applicability of method; Simplicity of method,2,2,2,2022; 2023,0,0,2,3.5,0.0
CC024297,Simplicity and superior performance,Simplicity and good performance; Simplicity and strong performance; Superior performance and simplicity; good performance and simplicity,4,4,4,2023; 2024,3,0,1,4.75,0.25
CC024307,Simplicity of algorithm design,Simplicity and clarity in algorithm design; Simplicity of algorithm design,2,2,2,2022; 2024,1,0,1,4.5,0.5
CC024489,State-of-the-art OOD detection performance,Significant improvement in OOD detection performance; novel OOD detection approach with performance guarantees,2,2,2,2020; 2021,0,0,2,6.5,1.0
CC024498,State-of-the-art performance,state-of-the-art performance,1,1,1,2025,1,0,0,5.0,0.0
CC024589,Strong assumptions limit applicability,Assumptions may limit generalizability,1,1,1,2024,0,1,0,6.0,0.0
CC024597,Strong benchmark performance,Improved performance on benchmarks; Significant improvement over benchmarks; Strong benchmark performance,3,3,3,2023; 2024,1,0,2,6.0,0.6666666666666666
CC024664,Strong empirical performance,Strong empirical performance; Superior empirical performance; strong empirical performance,3,3,3,2023; 2024,1,0,2,4.333333333333333,0.3333333333333333
CC024673,Strong empirical performance and theoretical justification,Strong empirical performance and theoretical justification; Strong theoretical justification and empirical performance,2,2,2,2022; 2024,1,0,1,6.5,0.5
CC024679,Strong empirical results and clarity,Strong empirical results and clarity,1,1,1,2022,0,0,1,5.0,0.0
CC024697,Strong empirical results and reproducibility,Strong empirical results and reproducibility,1,1,1,2024,1,0,0,5.0,0.0
CC024757,Strong experimental results and novel contributions,Strong experimental results and novel contributions,1,1,1,2022,0,0,1,8.0,1.0
CC024763,Strong experimental results and sound theoretical analysis,Strong experimental results and sound theoretical analysis,1,1,1,2024,1,0,0,5.0,0.0
CC024811,Strong insights and empirical results,Strong insights and empirical results,1,1,1,2023,0,0,1,5.0,0.0
CC024837,Strong literature review and theoretical framework,Strong literature review and theoretical framework,1,1,1,2023,0,0,1,6.0,0.0
CC024858,Strong methodology and thorough evaluation,Thorough evaluation and strong methodology,1,1,1,2024,1,0,0,8.0,1.0
CC024870,Strong motivation,Strong motivation,1,1,1,2025,1,0,0,3.0,0.0
CC024878,Strong motivation and clear methodology,Strong motivation and clear methodology,2,2,2,2023; 2024,1,0,1,4.5,0.0
CC024891,Strong motivation and empirical support,Strong motivation and empirical support,1,1,1,2023,0,0,1,8.0,1.0
CC024987,Strong performance on math datasets,Strong performance on math datasets,2,2,2,2024,2,0,0,6.0,1.0
CC025073,Strong theoretical analysis,Strong theoretical analysis,1,1,1,2023,0,0,1,6.0,0.0
CC025078,Strong theoretical analysis and empirical validation,Strong theoretical analysis and empirical validation,1,1,1,2023,0,0,1,3.0,0.0
CC025086,Strong theoretical analysis and thorough experiments,Strong theoretical analysis and thorough experimental evaluations,1,1,1,2023,0,0,1,8.0,1.0
CC025092,Strong theoretical and empirical contributions,Extensive theoretical and empirical contributions; Strong empirical results and theoretical contributions; Strong theoretical and empirical contributions; need for stronger empirical results; strong empirical results,5,5,5,2022; 2023; 2025,1,0,4,6.0,0.4
CC025105,Strong theoretical and experimental support,Strong theoretical and experimental support; Strong theoretical results and experimental support,2,2,2,2022; 2024,1,0,1,5.5,0.5
CC025125,Strong theoretical development and clear presentation,strong theoretical development and clear presentation,1,1,1,2024,1,0,0,3.0,0.0
CC025140,Strong theoretical foundation and effective experiments,Theoretical framework and strong experimental results,1,1,1,2023,0,0,1,8.0,1.0
CC025148,Strong theoretical foundation and empirical validation,strong theoretical foundation and empirical validation,1,1,1,2024,1,0,0,6.0,0.0
CC025160,Strong theoretical foundation and performance,Strong theoretical foundation and performance,1,1,1,2022,0,0,1,8.0,1.0
CC025238,Strong writing and thorough analysis,Strong writing and thorough analysis,1,1,1,2024,1,0,0,6.0,0.0
CC025298,Substantial revisions and improvements,Substantial revisions and improvements,1,1,1,2022,0,0,1,5.0,1.0
CC025344,Superior performance of proposed method,Superior performance of proposed method,1,1,1,2024,1,0,0,3.0,0.0
CC025515,Terminology and clarity issues,Terminology clarity and rigor issues,1,1,1,2024,0,1,0,8.0,1.0
CC025585,Theoretical analysis of attention models' sample complexity and loss landscape,Theoretical advancements in sample complexity and loss landscape for attention models; Theoretical analysis of attention models' sample complexity and loss landscape,2,2,1,2021,0,0,2,5.0,0.0
CC025595,Theoretical analysis of noisy-label learning,Theoretical analysis of noisy-label learning,1,1,1,2022,0,0,1,6.0,0.0
CC025661,Theoretical contribution on communication complexity,Theoretical contribution on communication complexity,1,1,1,2021,0,0,1,5.0,0.0
CC025709,Theoretical contributions to meta-learning properties,Strong theoretical contributions and practical implications for meta-learning; Theoretical contributions to meta-learning properties,2,2,2,2021; 2022,0,0,2,5.0,0.5
CC025711,Theoretical contributions to transfer learning,Original theoretical contributions in transfer learning,1,1,1,2024,1,0,0,8.0,0.0
CC025741,Theoretical foundation,Theoretical foundation,1,1,1,2025,1,0,0,8.0,0.0
CC025785,Theoretical guarantees for fairness and optimality,Effective fairness in challenging conditions and theoretical guarantees; Theoretical guarantees for fairness and optimality,2,2,2,2023; 2024,1,0,1,6.5,0.5
CC025830,Theoretical insights on heterogeneity and partial participation in FL,Theoretical insights on heterogeneity and partial participation in FL,1,1,1,2023,0,0,1,6.0,1.0
CC025855,Theoretical limitations and clarity issues,Theoretical limitations and clarity issues,2,2,2,2024,0,2,0,7.0,0.5
CC025986,Thorough analysis and empirical validation,Strong empirical validation and thorough analysis,1,1,1,2024,1,0,0,6.0,0.0
CC026065,Thorough empirical studies and relevance to ICLR,Thorough empirical studies and relevance to ICLR,1,1,1,2023,0,0,1,6.0,0.0
CC026258,Threshold sensitivity,thresholding-sensitivity,1,1,1,2025,0,1,0,8.0,1.0
CC026440,Two methods for enhancing differentially private models,Methods for enhancing differentially private models with public data; Two methods for enhancing differentially private models,2,2,1,2020,0,0,2,2.0,0.0
CC026453,Typographical errors,typographical-errors,1,1,1,2025,0,1,0,6.0,0.0
CC026467,Unaddressed questions,Unaddressed questions,1,1,1,2024,0,1,0,5.0,1.0
CC026529,Unclear concepts,unclear_concepts,1,1,1,2025,0,1,0,3.0,0.0
CC026573,Unclear justification,unclear-justification,1,1,1,2025,0,1,0,3.0,0.0
CC026628,Unclear questions,Unclear questions,1,1,1,2024,0,1,0,5.0,0.0
CC026648,Unclear technical contributions,Unclear technical contributions,1,1,1,2022,0,0,1,5.0,0.0
CC026879,Unsupervised representation learning approach,Innovative approach to unsupervised representation learning,1,1,1,2021,0,0,1,4.0,0.0
CC027147,Valuable research direction in graph sparsification,Novel insights and empirical validation in graph sparsification; Valuable research direction in graph sparsification,2,2,2,2022,0,0,2,4.5,0.0
CC027371,Well-motivated problem and clear writing,Well-motivated problem and clear writing,1,1,1,2023,0,0,1,3.0,1.0
CC027432,Well-organized and well-written paper,Well-organized and well-written paper,1,1,1,2023,0,0,1,6.0,1.0
CC027510,Well-structured and technically rigorous,Well-structured and technically rigorous,1,1,1,2024,1,0,0,5.0,1.0
CC027524,Well-structured paper,Well-structured paper; well-structured paper,2,2,2,2022; 2023,0,0,2,2.0,0.0
CC027593,Well-written and convincing results,well-written and convincing results,1,1,1,2022,0,0,1,8.0,1.0
CC027628,Well-written and organized,well-written and organized,1,1,1,2024,1,0,0,5.0,0.0
CC027679,Well-written paper,Well-written paper,1,1,1,2024,1,0,0,6.0,1.0
CC027842,Writing clarity and venue suitability issues,Concerns about venue suitability and writing clarity,1,1,1,2024,0,1,0,6.0,1.0
CC027843,Writing clarity issues,Writing clarity issues; clarity of writing; writing\_clarity\_issues,3,3,3,2024; 2025,1,2,0,5.0,0.0
CC027934,Additional benchmarks,additional benchmarks,2,2,2,2025,0,2,0,7.0,1.0
CC028041,Annotation quality issues,annotation quality issues,1,1,1,2025,0,1,0,6.0,1.0
CC028150,Baselines performance,Strong performance against baselines,1,1,1,2024,1,0,0,3.0,0.0
CC028158,Benchmark comparison,benchmark comparison,1,1,1,2025,0,1,0,6.0,1.0
CC028163,Benchmarking dataset,benchmarking dataset; more benchmark datasets,2,2,2,2025,1,1,0,4.0,0.5
CC028315,Clarity in proposed method,Lack of clarity and support for proposed method; clarity in proposed method,2,2,2,2022; 2024,0,1,1,5.5,0.5
CC028378,Clear motivation,clear motivation,1,1,1,2023,0,0,1,6.0,0.0
CC028549,Competitive performance,competitive performance,2,2,2,2025,2,0,0,4.5,0.0
CC028563,Complex datasets,complex datasets; complex-datasets,2,2,2,2025,0,2,0,4.5,0.5
CC028607,Comprehensive benchmark,Comprehensive benchmark with extensive evaluations and resources; Relevant benchmark and detailed evaluations; extensive-benchmarking,3,3,3,2023; 2024; 2025,2,0,1,7.333333333333333,0.6666666666666666
CC028614,Comprehensive evaluation,Effective and comprehensive evaluation; comprehensive evaluation; comprehensive evaluation results; comprehensive\_evaluation,4,4,4,2024; 2025,4,0,0,5.75,0.0
CC028628,Comprehensive method,comprehensive method,1,1,1,2025,1,0,0,6.0,0.0
CC028665,Computational complexity,computational complexity,1,1,1,2025,0,1,0,8.0,1.0
CC028668,Computational cost,computational\_costs,1,1,1,2025,0,1,0,6.0,1.0
CC028670,Computational efficiency,computation efficiency,1,1,1,2025,1,0,0,6.0,0.0
CC028677,Computational overhead,Computational-overhead; computation overhead; computation-overhead; computational overhead; computational-overhead,5,5,5,2025,0,5,0,6.8,0.2
CC029255,Effective self-supervised learning technique,Effective self-supervised learning method with promising results,1,1,1,2020,0,0,1,6.0,0.0
CC029282,Efficient algorithm for uncertainty in pseudo-labeling,Improved pseudo-labeling with uncertainty consideration,1,1,1,2021,0,0,1,6.0,1.0
CC029366,Engaging topic and thorough experimentation,engaging topic and thorough experimentation,2,2,2,2024,2,0,0,6.5,0.0
CC029444,Experiment settings,experiment settings,1,1,1,2025,0,1,0,8.0,1.0
CC029519,Extension of robustness certification to RL,Innovative certification methods for RL robustness; extension of robustness certification to RL,2,2,2,2022,0,0,2,4.5,1.0
CC029521,Extensive evaluation,extensive evaluation,1,1,1,2025,1,0,0,6.0,1.0
CC029578,Figure clarity,figure clarity; figure\_clarity,2,2,2,2025,1,1,0,4.0,0.0
CC029640,Focus on generative models for OOD detection,Innovative approach using generative models for OOD detection,1,1,1,2020,0,0,1,8.0,0.0
CC029890,High-quality dataset,"Large-scale, high-quality dataset",1,1,1,2024,1,0,0,6.0,0.0
CC029937,Hyperparameter sensitivity,hyperparam\_sensitivity; hyperparameter sensitivity; hyperparameter-sensitivity,3,3,3,2025,0,3,0,7.333333333333333,0.6666666666666666
CC029990,Implementation choice,Implementation choices; implementation choice,2,2,2,2025,0,2,0,5.5,0.5
CC030021,Important problem studied,important problem studied; important-problem-studied,2,2,2,2023; 2025,1,0,1,4.0,0.0
CC030089,Inadequate comparisons,lack_comparison,1,1,1,2025,0,1,0,8.0,1.0
CC030096,Inadequate explanation,inadequate explanation; inadequate explanations,2,2,2,2025,0,2,0,6.0,1.0
CC030130,Incomplete baselines,incomplete baselines,2,2,2,2025,0,2,0,5.5,1.0
CC030134,Incomplete methodology,incomplete-methodology,1,1,1,2025,0,1,0,6.0,1.0
CC030178,Inconsistent benchmark,inconsistent benchmark; inconsistent-benchmark,2,2,2,2025,0,2,0,7.0,0.0
CC030188,Inconsistent notation,Inconsistent Notation; Inconsistent notation,2,2,2,2024; 2025,0,2,0,5.5,0.5
CC030189,Inconsistent results,Inconsistent results without justification,1,1,1,2024,0,1,0,6.0,1.0
CC030261,Innovative approach,innovative approach,1,1,1,2025,1,0,0,3.0,0.0
CC030301,Innovative technique,innovative and practical technique,1,1,1,2024,1,0,0,6.0,1.0
CC030304,Innovative watermarking approach,Thorough evaluation and comparative analysis of watermarking; Thorough experimentation and innovative watermarking approach; timely and innovative watermarking approach,3,3,3,2024,3,0,0,6.666666666666667,1.0
CC030363,Insignificant improvement,insignificant improvements,1,1,1,2025,0,1,0,5.0,0.0
CC030381,Insufficient detail,Insufficient details,1,1,1,2025,0,1,0,5.0,0.0
CC030520,"Interesting-problem, well-written","Interesting problem and well-written; interesting-problem, well-written",2,2,2,2023; 2025,1,0,1,5.0,0.0
CC030637,Lack of identified weaknesses,Lack of significant weaknesses identified; lack of identified weaknesses,4,4,4,2024,0,4,0,8.0,0.75
CC030675,Lacks efficiency proof,lacks efficiency proof,1,1,1,2025,0,1,0,5.0,0.0
CC030696,Lacks real-world data,lacking real-world data,1,1,1,2025,0,1,0,6.0,1.0
CC030753,Large-scale applicability,large-scale applicability,1,1,1,2025,0,1,0,6.0,0.0
CC030765,Large-scale validation,large-scale validation; large-scale validation lacking,2,2,2,2025,0,2,0,4.0,0.0
CC030853,Limited datasets,dataset-limitations; dataset-limited; limited datasets,5,5,5,2025,0,5,0,5.6,0.6
CC030876,Limited performance gains,limited performance gains,1,1,1,2025,0,1,0,5.0,0.0
CC031052,Marginal improvement,Marginal improvement,1,1,1,2025,0,1,0,3.0,0.0
CC031055,Marginal performance improvements,Marginal performance improvement and limited applicability,1,1,1,2024,0,1,0,3.0,0.0
CC031138,Method clarity,method clarity; method\_clarity,2,2,2,2025,1,1,0,4.5,0.5
CC031139,Method clarity and improvement,Clarity and effectiveness of method; Clarity and practicality of method,2,2,2,2024,2,0,0,5.0,0.5
CC031230,Missing details,missing details,1,1,1,2025,0,1,0,6.0,1.0
CC031328,Model diversity,model-diversity,1,1,1,2025,0,1,0,6.0,1.0
CC031331,Model limitations,model\_limitations,1,1,1,2025,0,1,0,6.0,1.0
CC031411,Motivated problem,well-motivated-problem,1,1,1,2025,1,0,0,6.0,1.0
CC031421,Motivation explanation,motivation explanation,1,1,1,2025,0,1,0,8.0,1.0
CC031617,No major weaknesses,no major weaknesses,2,2,2,2025,0,2,0,9.0,1.0
CC031620,No weaknesses,No weaknesses,2,2,2,2025,0,2,0,8.0,1.0
CC031703,Novel algorithm,novel-algorithm,1,1,1,2025,1,0,0,6.0,1.0
CC031735,Novel analysis of robust overfitting,Novel connection to robust overfitting and extensive experiments; novel analysis of robust overfitting,2,2,1,2022,0,0,2,5.5,0.0
CC031743,Novel and effective regularization method,Effective and simple regularization method with strong empirical results; Effective regularization strategy with strong experimental validation; Effective regularization technique with improved performance; Innovative regularization method with strong experimental validation; Novel regularization methods and significant theoretical contributions,5,5,5,2020; 2021; 2022,0,0,5,6.4,0.4
CC031773,Novel approach,novel approach,2,2,2,2025,2,0,0,6.5,0.5
CC031802,Novel approach to data imputation,Innovative data imputation methods with practical implications; novel approach to data imputation,2,2,2,2022; 2024,1,0,1,3.0,0.0
CC031807,Novel approach to distributional RL,completes distributional RL approach; novel approach to distributional RL,2,2,2,2023; 2025,1,0,1,4.5,0.0
CC031845,Novel approach with impressive results,novel approach with impressive results,1,1,1,2024,1,0,0,8.0,1.0
CC031859,Novel approach with strong results,novel approach with strong results,1,1,1,2023,0,0,1,8.0,1.0
CC031896,Novel batch active learning approach with empirical support,Innovative batch active learning method with empirical advantages,1,1,1,2022,0,0,1,6.0,1.0
CC031897,Novel benchmark,novel benchmark,1,1,1,2025,1,0,0,6.0,1.0
CC031996,Novel framework,novel framework,2,2,2,2025,2,0,0,5.0,0.0
CC032009,Novel framework for out-of-distribution detection,novel framework for out-of-distribution detection,1,1,1,2020,0,0,1,6.0,0.0
CC032117,Novel method and strong experiments,"novel methods, extensive experiments",1,1,1,2025,1,0,0,5.0,0.0
CC032141,Novel method with strong empirical support,novel method with strong empirical results,1,1,1,2022,0,0,1,6.0,0.0
CC032143,Novel method with strong performance,Novel method with superior performance; novel method with strong performance,2,2,2,2022; 2024,1,0,1,6.0,1.0
CC032160,Novel methodology with strong theoretical support,novel methodology with strong theoretical support,1,1,1,2022,0,0,1,6.0,0.0
CC032187,Novel multi-task learning framework,Innovative multi-task learning framework; Innovative multi-task learning framework with state-of-the-art results,2,2,2,2020; 2021,0,0,2,3.5,0.0
CC032213,Novel personalized federated learning approach,Innovative algorithm for personalized federated learning; Innovative personalized federated learning approach; novel personalized federated learning approach,3,3,3,2021; 2022,0,0,3,5.666666666666667,0.3333333333333333
CC032254,Novel regularization strategy for robustness,Robust regularization strategy and strong statistical results,1,1,1,2022,0,0,1,8.0,1.0
CC032301,Novel statistical framework for saliency estimation,Innovative statistical framework for saliency estimation; Innovative statistical method for saliency detection; novel statistical framework for saliency estimation,3,3,1,2020,0,0,3,5.0,0.0
CC032322,Novel technique with better performance,novel technique with better performance,1,1,1,2023,0,0,1,5.0,0.0
CC032549,Novelty+technical soundness,novelty+technical soundness,1,1,1,2025,1,0,0,8.0,1.0
CC032618,Original approach for label noise robustness,original approach for label noise robustness,1,1,1,2023,0,0,1,5.0,0.0
CC032689,Outperforms baselines,outperforms baselines; outperforms-baselines,2,2,2,2025,2,0,0,4.0,0.0
CC032755,Parameter sensitivity,parameter sensitivity,1,1,1,2025,0,1,0,3.0,0.0
CC032780,Performance gap,"performance gap; performance gap, lack explanation",2,2,2,2025,0,2,0,6.0,1.0
CC032902,Presentation issues,presentation issues,1,1,1,2025,0,1,0,3.0,0.0
CC032933,Priorwork comparison,priorwork comparison,1,1,1,2025,0,1,0,6.0,1.0
CC033018,Proposed unsupervised anomaly detection approach,Effective unsupervised anomaly detection approach; Innovative approach to unsupervised anomaly detection,2,2,2,2020; 2021,0,0,2,3.0,0.0
CC033020,Proposes effective quantization approach,simple and effective quantization approach,1,1,1,2022,0,0,1,8.0,1.0
CC033086,Real-time performance,Real-time performance and strong results,1,1,1,2024,1,0,0,5.0,0.0
CC033309,"Rigorous proofs, novel results",novel results and rigorous proofs,1,1,1,2024,1,0,0,8.0,1.0
CC033370,Robust watermarking approach,Novel watermarking method with robust performance; robust watermarking approach,2,2,2,2020; 2024,1,0,1,7.0,0.5
CC033383,Robustness in multi-agent systems,Innovative approach to robustness in multi-agent systems,1,1,1,2021,0,0,1,3.0,0.0
CC033419,Safety neuron theory,safety neuron theory,1,1,1,2025,0,1,0,8.0,1.0
CC033447,Scalability concerns,scalability concerns,1,1,1,2025,0,1,0,8.0,1.0
CC033831,Strong performance,strong performance,1,1,1,2025,1,0,0,5.0,0.0
CC033845,"Strong results, extensive experiments","Comprehensive experiments with strong results; strong results, extensive experiments",2,2,2,2024; 2025,2,0,0,6.5,0.5
CC034080,Theoretical contribution,theoretical contribution,1,1,1,2025,1,0,0,1.0,0.0
CC034157,Thorough empirical analysis,Thorough analysis and consistent empirical results; thorough empirical analysis,2,2,2,2023; 2025,1,0,1,6.5,1.0
CC034165,"Thorough evaluation, novel dataset","thorough evaluation, novel dataset",1,1,1,2025,1,0,0,8.0,1.0
CC034174,Thorough experiments,thorough experiments; thorough-experiment,4,4,4,2025,4,0,0,4.75,0.5
CC034263,Tokenization bias,Tokenization bias study; defines-tokenization-bias; tokenization bias,3,2,1,2025,1,2,0,5.333333333333333,1.0
CC034374,Unclear algorithm presentation,Unclear technical presentation of algorithm; unclear algorithm presentation,2,2,2,2024,0,2,0,4.5,1.0
CC034393,Unclear details,unclear details,1,1,1,2025,0,1,0,8.0,1.0
CC034394,Unclear equations,unclear equations,1,1,1,2025,0,1,0,5.0,0.0
CC034836,Weak evaluation,**Weak evaluation**; weak evaluation,2,2,2,2025,0,2,0,4.5,0.5
CC034854,Weaknesses: strong-assumptions,weaknesses_justify_assumptions,1,1,1,2025,0,1,0,6.0,1.0
CC034988,Well-organized paper with strong experiments,Well-organized paper with strong experimental results; well-organized paper with strong experiments,2,2,2,2022; 2024,1,0,1,4.5,0.5
CC035017,Well-presented experimental results,Well-presented and strong experimental results,1,1,1,2024,1,0,0,8.0,1.0
CC035033,Well-structured and relevant study,well-structured and relevant research,1,1,1,2024,1,0,0,8.0,1.0
CC035066,Well-written and comprehensive experiments,well-written and comprehensive experiments,1,1,1,2024,1,0,0,5.0,0.0
CC035097,Well-written and strong empirical results,well-written and significant empirical results,1,1,1,2024,1,0,0,5.0,1.0
