year,venue,paper_id,review_id,segment_id,segment_type,segment_hash,paper_decision,review_score,review_confidence,raw_open_code,canonical_code,canonical_code_id,split,source_available_from,code_model,moderator_model
2023,ICLR.cc,4yqxDCbzS98,ICLR.cc/2023/Conference/Paper2764/Reviewer_ijtT,seg_59c383f831b60206,full_review,d6a452d1d48689409e0d7833684f570c321ce16a548bbe68a1de5ef420d15c90,Accept: poster,6.0,,Innovative weakly supervised learning method,Novel method for weakly supervised learning,CC020901,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,WRxCuhTMB2,ICLR.cc/2024/Conference/Submission3294/Reviewer_wzW6,seg_b03b5c1b20d9ec1b,strength,7f0cf187c96298cf966694d4667c41460c04082e1646c45f4b341e53a9e84594,Reject,1.0,,thorough analysis of uncertainty quantification methods,Efficient uncertainty quantification methodology,CC006489,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Pa4hecILrt,ICLR.cc/2024/Conference/Submission5195/Reviewer_rzKT,seg_ca0e338c5b0398c9,strength,642d1f9e2e07495ae927c40d9239dc47e22e9b1d717618005a626545c0481389,Reject,5.0,,Effective visualizations and clear writing,Clear writing and valuable visualizations,CC002877,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,HZtBP6DZah,ICLR.cc/2024/Conference/Submission5311/Reviewer_8ra5,seg_17ebc245347ad586,strength,e5813cb822e7ed58b8166c4046b79ba91e4c6200780d3d9ee8cd1a64d8837980,Reject,1.0,,Well-organized paper with strong experimental results,Well-organized paper with strong experiments,CC034988,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,riQmzq5FaQ,ICLR.cc/2024/Conference/Submission2750/Reviewer_VwVw,seg_0c2ba2bf9318ff4c,strength,a40c1d970036820edd9dd95f518aded6f68b914f33db3b6477f12e5c6b873087,Reject,3.0,,engaging problem and clear presentation,Engaging problem and clear presentation,CC006758,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,XhF2VOMRHS,ICLR.cc/2022/Conference/Paper2801/Reviewer_Pwz6,seg_6236ce0d1b4af6b5,full_review,5950aa1dcef9f061df535b16e0146a75ae991162b5bad3ef3fc04857e40442ba,Accept (Poster),8.0,,novel approach to adversarial training,Innovative adversarial training approach,CC009993,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,kOA6rtPxyL,ICLR.cc/2021/Conference/Paper1312/AnonReviewer1,seg_e79bc897ad31c57e,full_review,ed67546c7045eac89704b6fe09c445228d576c64063488146f06ebbd908b76ab,Reject,4.0,,Innovative gradient-based meta-learning method,Innovative gradient-based meta-learning method,CC011929,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,ceOdspvoaEA,ICLR.cc/2023/Conference/Paper4281/Reviewer_pLRb,seg_e8a00631411c523b,full_review,3eacec59a92cbe66ed52376b72419fe7d0902a7279acff879cee3d9a21d1c6fb,Reject,5.0,,New perspective on offline RL methods,New perspective on offline RL methods,CC019448,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,vmiV4Z99lK,ICLR.cc/2024/Conference/Submission378/Reviewer_xzB6,seg_d41d1bb3eb863690,weakness,16be5707001d89a07d88d3d02ff82ebc4b3b11058e4916275c7d86dd9352be13,Reject,6.0,,Lack of validation and baseline comparisons,Insufficient baseline comparisons,CC014690,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,tVNZj27pb3,ICLR.cc/2025/Conference/Submission7383/Reviewer_u6rD,seg_03314b86478ead86,strength,3b702692fa6ee1be5bdbcdc28fd6bbbb5ac58a78b4ec31dae0ebdd712e4eca26,Reject,5.0,,outperforms-baselines,Outperforms baselines,CC032689,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,IJBsKYXaH4,ICLR.cc/2024/Conference/Submission624/Reviewer_QEij,seg_b17497dc7a0834f7,strength,e88d05c0f91132b739682a2878ba20ef9292338e979ec0f5026e393c5f5398ac,Reject,5.0,,strong empirical performance,Strong empirical performance,CC024664,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,swvURjrt8z,ICLR.cc/2025/Conference/Submission5898/Reviewer_kzHM,seg_3c8adfd58da99c2e,weakness,c9e7b388bfd250462d22059e64ea1d5efb49462eef6daf9de83a49e207cbe25f,Accept (Poster),6.0,,"performance gap, lack explanation",Performance gap,CC032780,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,9St5HsXMOr,ICLR.cc/2024/Conference/Submission3453/Reviewer_zWVu,seg_ddcd2ac67d2e5ee6,strength,bcf0c51749e7ea8c561b85ffaf42dd57755789d7f8112a84a1d7a37a7e2c2d2f,Reject,8.0,,Clear motivation and strong empirical performance,Clear motivation and strong empirical results,CC001812,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,sJzfxRbEv6,ICLR.cc/2025/Conference/Submission9293/Reviewer_vs57,seg_f7beecf3afacf1f2,weakness,81e665d8ee232eb14c360c19e2a8f9a08847687938ff3beb52d4e094e3a28491,Reject,3.0,,implementation choice,Implementation choice,CC029990,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,pCEgna6Qco,ICLR.cc/2024/Conference/Submission8041/Reviewer_qDAR,seg_0ae0c0f9f872359c,weakness,3febaf82b04bd0ec72b7c28ed871e321faa8cda759924bf5ed7a813b1a586f31,Accept (poster),8.0,,Limited model and dataset scope,Limited dataset and model scope,CC017786,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,uZfjFyPAvn,ICLR.cc/2024/Conference/Submission7842/Reviewer_ewcV,seg_51c00a962bd02e7a,weakness,b92e2c4cc7290c7614ecf23c7a064350b4611e02fffb694be4643f17e76bf552,Accept (poster),6.0,,Lack of practical application examples,Lack of practical application examples,CC017169,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,H1xSOTVtvH,ICLR.cc/2020/Conference/Paper631/AnonReviewer2,seg_6f41037ccdbf68f8,full_review,73f1c6bb4efcc25a84e84abcf3cb06453addf091cd6da0698e097d8255ce4530,Reject,3.0,,Improved generalization through regularization,Improved generalization through regularization,CC008857,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,kNpSUN0uCc,ICLR.cc/2024/Conference/Submission8509/Reviewer_gS8c,seg_de780aafeb868db7,strength,77d13bfdf7dac12c8a10a2f521f4d7ca62603c96353c740c12ca33be3f23dcf2,Accept (poster),8.0,,Clear motivation and well-structured writing,Clear writing and strong motivation,CC002779,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,bMCfFepJXM,ICLR.cc/2021/Conference/Paper395/AnonReviewer3,seg_3837da5324175cb7,full_review,d2887b493338e13643aa7888ef2dc36f4d824a52d88b226a5a5cf5d2ec3d18aa,Reject,7.0,,Innovative improvements in offline RL methodology,New perspective on offline RL methods,CC019448,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,urQi0TgXFY,ICLR.cc/2025/Conference/Submission11517/Reviewer_qY8i,seg_5e4070005b87a17f,strength,577d67f3120094d5d1edc4da98ebd90f9860cf022daf14eadf41f765569f6826,Reject,3.0,,Strong motivation,Strong motivation,CC024870,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Kl9CqKf7h6,ICLR.cc/2024/Conference/Submission2230/Reviewer_EDET,seg_c40b3a41cfd1423c,strength,fd94ccfa277b653d32ddb0fa76475580b4a06be02839b6b01c8c3e495a7f604f,Accept (poster),8.0,,Significant contributions to Federated Learning,Significant contributions to Federated Learning,CC023910,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,e-ZdxsIwweR,ICLR.cc/2021/Conference/Paper3263/AnonReviewer4,seg_1ea5e64200b46d2e,full_review,9e971bd6269f23ec0ff4b05e71cc09e0287668e6df30625212c18008df25b8eb,Reject,4.0,,Novel integration of Robust and Constrained MDPs,Innovative approaches to robust constrained MDPs,CC010855,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Q9vYgjcvrX,ICLR.cc/2024/Conference/Submission7521/Reviewer_ZkP4,seg_df9c3de5e0a01314,weakness,74bf4c8a0fbff7f3032db8e25183ee905ae2d685d930cf156092278742ed93b0,Reject,3.0,,Lack of clarity and depth in analysis and evaluation,Lack of clarity and depth in analysis,CC016241,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,KIS8jqLp4fQ,ICLR.cc/2021/Conference/Paper2054/AnonReviewer1,seg_563ff0b7043a9c19,full_review,e72039119de8b07960ea4bbcba5bfb577364a82d86bb1be8b88791839127f150,Reject,5.0,,Theoretical analysis of dynamic privacy schedule in private gradient descent,Novel analysis of dynamic privacy schedules in gradient descent,CC019768,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,CfXh93NDgH,ICLR.cc/2024/Conference/Submission6631/Reviewer_JU8z,seg_d8a4264d77419f52,weakness,ba8075c5c7dcbf85736ec9354813af0b6eaca086429a157defb3662e0ea2376b,Accept (poster),6.0,,Limited technical contribution and insufficient comparisons,Limited technical contribution and comparisons,CC018317,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,4vPVBh3fhz,ICLR.cc/2024/Conference/Submission5481/Reviewer_y3Aa,seg_a8d8e59ed1c1f4ad,strength,9e893ed602a159dbf852c33ecdd30d183e7c06f8ebb5920e9ef5910759854839,Accept (poster),6.0,,Clear writing and novel approach with guarantees,Clear writing and novel approach with guarantees,CC002603,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,c8P9NQVtmnO,ICLR.cc/2021/Conference/Paper312/AnonReviewer4,seg_9da8202365a56ef0,full_review,7ea3037d696bcdb2c0cb450c4695a96faf95df10efd8adc5eb382975ee2d77fa,Accept (Poster),5.0,,Innovative neural network approach for PDEs,Innovative neural network approach for PDEs,CC012958,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,YfZMfrpEnl,ICLR.cc/2024/Conference/Submission8438/Reviewer_ynaf,seg_4cc77125242ae655,strength,e83e0cd24b10b4f2d80360b13da3c5a654647adc9866ed65ce7dc933d5334625,Reject,6.0,,clear motivation and robust methodology,Clear motivation and robust method,CC001800,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,z8sxoCYgmd,ICLR.cc/2025/Conference/Submission264/Reviewer_qo6R,seg_daadf2000588d615,strength,6f7f515c8c8f3bd47bee38ca2553911582b3bba3aa0abbbc9ebb285136485db4,Accept (Spotlight),8.0,,MultimodalBenchmark,Multimodal Benchmark,CC019026,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,fmAzKz9DJs,ICLR.cc/2024/Conference/Submission2862/Reviewer_sBsU,seg_14b5c149ba261862,weakness,1ce50b6eeaab580517799c507b4419402d26a248a9eff1a75f1a6ec17e53f383,Reject,3.0,,Presentation clarity and experimental detail issues,Presentation and experimental clarity issues,CC022385,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,sO1QiAftQFv,ICLR.cc/2023/Conference/Paper2473/Reviewer_GTTE,seg_ee58cf63b6dc7017,full_review,fdbb5ca8d4f7d5c8b3cb072d63899237b48a1caadeca5689dbe157d9d0222b7f,Accept: poster,5.0,,Significant improvement over benchmarks,Strong benchmark performance,CC024597,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,RtOTTdWbZd,ICLR.cc/2024/Conference/Submission8437/Reviewer_GAYy,seg_a1de049345ac198f,weakness,1e0149f74ff28bb1122b13b6084c29b4b691796c66f7e2cd4e315b280d4a58a4,Reject,5.0,,Limited evaluation scope and insufficient analysis,Limited scope and insufficient evaluation,CC018261,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,y6TIwYucUC,ICLR.cc/2024/Conference/Submission3478/Reviewer_NZnM,seg_ccc85b866db192ea,strength,fa174b21a81286047326425017d363521e56b1068e24edd811286d8891496073,Reject,5.0,,Real-time performance and strong results,Real-time performance,CC033086,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,yZ7sn9pyqb,ICLR.cc/2025/Conference/Submission7755/Reviewer_dgPh,seg_9662c41826871e6c,weakness,10cf09242effbdc99bdbd946f9b61935bf0d5eaaa80edf9a3756471154b0829b,Accept (Poster),6.0,,incomplete-methodology,Incomplete methodology,CC030134,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,uuOmdQy6p7,ICLR.cc/2025/Conference/Submission3898/Reviewer_3YdR,seg_eff5a94d813d803d,weakness,06f619fbda383dadc92dcead450b175fb12892073167d555961c9844e0da7abc,Reject,6.0,,computation overhead,Computational overhead,CC028677,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,vuD2xEtxZcj,ICLR.cc/2023/Conference/Paper3846/Reviewer_e1dv,seg_d9b996dd1ff7cdb1,full_review,0d419ba152de223eda2cd0f844d62c2f07aa0354e5579ffdd83d728f77ca5db7,Accept: notable-top-25%,8.0,,Strong theoretical analysis and thorough experimental evaluations,Strong theoretical analysis and thorough experiments,CC025086,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,tIjRAiFmU3y,ICLR.cc/2021/Conference/Paper1455/AnonReviewer2,seg_b3a5fd99eecb2e34,full_review,eb734761e1c6e39f7dfff903a6c4242d82ed19be0395f6984226fbb50335d60c,Accept (Poster),8.0,,Novel contribution with effective unsupervised denoising approach,Innovative unsupervised denoising approach with promising results,CC014030,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,ryx0nnEKwH,ICLR.cc/2020/Conference/Paper210/AnonReviewer2,seg_99641da81644bbc8,full_review,2017153d8799e50b2419a0cdc310e98e9a40bc2761df98cba8f3327415cc267c,Reject,3.0,,Proposed nonlinearity in batch normalization to reduce skewness,Improvement of batch normalization through skewness reduction,CC009035,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,XjlZJJFyla,ICLR.cc/2024/Conference/Submission4535/Reviewer_zJm8,seg_f57766cc3365c659,weakness,efe9c74cadd71f2621c8623086e199b3847780de336c5c9217c4322f21329b77,Reject,6.0,,Marginal novelty and unclear contributions,Lack of novelty and marginal contribution,CC017094,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,wPq7fkzL2j,ICLR.cc/2024/Conference/Submission260/Reviewer_JB6n,seg_ffce1319c73d5ee9,weakness,5524602a4380c5ac1372675db0f8f1af866230eea0b92d6d5e32219c674a5f70,Reject,5.0,,Lack of comparative analysis and limited dataset scope,Limited dataset and lack of comparative analysis,CC017784,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,ueTdErd5Ib,ICLR.cc/2024/Conference/Submission8275/Reviewer_XXVR,seg_2a36d0ac992a4ca3,weakness,839659ced399ad431fa633e37ffb97ef1481d083fd607baac37cf4d7fc972d26,Accept (poster),3.0,,unclear algorithm presentation,Unclear algorithm presentation,CC034374,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,sZZ3R0lV9f,ICLR.cc/2024/Conference/Submission5189/Reviewer_Z8Qr,seg_a3d37c1a0ca483e4,strength,f31484852eb1e8a8be10466ef92fd79f349052e730add896f1415443e11b9605,Reject,5.0,,Practical OOD detection with strong empirical support,Novel OOD detection criterion,CC019632,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,zG2vcC1l1f,ICLR.cc/2025/Conference/Submission11687/Reviewer_Ugcq,seg_44c3bd259bbc4561,weakness,d51def1e49dc5c3dc39af808c5650693fff1a30655a21e86d319515e0e81c1c4,Reject,5.0,,"Limited scope, simple experiments",Limited experimental scope,CC017906,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,HOjLHrlZhmx,ICLR.cc/2022/Conference/Paper4469/Reviewer_ZBtu,seg_0bc3b062fbbbc9b4,full_review,fd7352acd21ac79f379a2e4c5eb8bd5f936744fd2c8bef59feef940cedbd0596,Accept (Poster),3.0,,extension of robustness certification to RL,Extension of robustness certification to RL,CC029519,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,VCAXR34cp59,ICLR.cc/2021/Conference/Paper3064/AnonReviewer2,seg_b57e1d1a49656a96,full_review,fa88f82d1e184fcb728833dc3ddc485ed9e695d95063885cad96bf971bc5b3ad,Reject,7.0,,Innovative approach for disentangled representations,Novel approach to disentangled representations,CC019977,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,FdUloEgBSE,ICLR.cc/2024/Conference/Submission5078/Reviewer_wYzV,seg_9d27acec45630180,weakness,694c859f5b3681fef028606a695d12e7ad4b9dfabd04975c92eb4e1fe03827e9,Reject,5.0,,Lack of clarity in model details and training stages,Lack of clarity in model training and details,CC016491,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,z9j7wctoGV,ICLR.cc/2025/Conference/Submission4390/Reviewer_4sdF,seg_7303a35f9ce89d12,strength,24c64106e7e179f328bf0345a4651ec564180c4daf447d5d32fe1fd3967a9792,Accept (Poster),6.0,,"Novel idea, clear writing",Clear writing and novel approach,CC002599,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,uN2kkAvarI,ICLR.cc/2025/Conference/Submission7690/Reviewer_TboZ,seg_70a6148306d75936,strength,a8458feb07768227d64286b81b1c1ed12adfd0e9c6741059a95d95a9bacbd055,Reject,5.0,,novel framework,Novel framework,CC031996,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,x45vUUY4nT,ICLR.cc/2025/Conference/Submission1602/Reviewer_sBpX,seg_07bee8e554888449,weakness,8a285f634bd7161fa6a0dc0591fc677c1b3a3457a4164a3872f56d00744f53fc,Reject,3.0,,Marginal improvement,Marginal improvement,CC031052,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,H1lZJpVFvr,ICLR.cc/2020/Conference/Paper291/AnonReviewer1,seg_aa85753411c9fb51,full_review,b9f6901275a9ff458758bbd5b4824dc83c10d37cf520a18084f97788fa05abe2,Accept (Poster),3.0,,Innovative approach to adversarial training,Innovative adversarial training approach,CC009993,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,rJejta4KDS,ICLR.cc/2020/Conference/Paper683/AnonReviewer3,seg_a35627c7ffca48ff,full_review,e0b9dcd1dce0472a068329450e538f7f7fe7f218e0a3aa42cbe6d9fee089706e,Reject,1.0,,Innovative attack method for adversarial examples,Innovative adversarial attack methods,CC009975,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,hp_RwhKDJ5,ICLR.cc/2023/Conference/Paper4484/Reviewer_REpm,seg_7ded7f363077bb66,full_review,4a410fe29178da2fd001b530c4db86d02bf2692fc83d3d70684a5753acb6b1f4,Accept: poster,5.0,,Encourages innovative approaches in causal discovery,Innovative approach to causal discovery,CC010343,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,CPg5IRu9PL,ICLR.cc/2023/Conference/Paper3658/Reviewer_YEPB,seg_9bf4df0fce06447c,full_review,21d6a84c8a2cb878762a975a6c3b3ee165f7bb52b215d09ded2a0f65102f236d,Reject,3.0,,Clear methodology and significant experimental improvements,Clear methodology and consistent experimental improvements,CC001604,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,GqI4fTVUXC,ICLR.cc/2024/Conference/Submission1956/Reviewer_9JCy,seg_b6b8a5e05e9ef989,weakness,26fc3e69336c58e61f59bad841ab2b3c89d3745485a3f131ece8391fb3e087d3,Reject,6.0,,Theoretical limitations and clarity issues,Theoretical limitations and clarity issues,CC025855,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,SEPaEuPwpr,ICLR.cc/2024/Conference/Submission7827/Reviewer_o3ho,seg_a966f3a5be85030a,weakness,fac4b900c3fa2c5927e672d75e9c2d0f25df212bfca04291b1c40634e08d708e,Reject,6.0,,Need for additional experiments,Need for additional experiments,CC019123,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,sZJNkorXMk,ICLR.cc/2025/Conference/Submission9551/Reviewer_BxH3,seg_9e3e75b3e74dd126,weakness,a5883c92c78e467ba33f92e342fa90d619d9727e0be15be9c529325cd4fcec35,Accept (Poster),6.0,,limited empirical validation,Limited empirical validation,CC017859,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,uGEBxC8dnEh,ICLR.cc/2023/Conference/Paper5236/Reviewer_Sb8P,seg_6d78ada0c734442d,full_review,871c5c761cb0d457eddb24b5e8eeaa26ea06b65379e1f1f5a04fbe6b13d9ac0c,Reject,3.0,,Effective and simple method with strong experimental validation,Effective method with strong experimental validation,CC005560,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
